"OTUs";"taxa";"Aldex.kw.0.05";"Log_ratio.max";"Log_ratio.max2";"glmnet_sign.no0.CAU";"glmnet_sign.no0.CYM";"glmnet_sign.ext.CAU";"glmnet_sign.ext.CYM"
"OTU1442";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__SG8.5.f__SG8.5.g__SG8.5.s__uncultured_sediment";0;0;0;0;0;0;0
"OTU1443";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__B2M28.f__B2M28.g__B2M28.s__uncultured_proteobacterium";0;0;0;0;0;0;0
"OTU1444";"d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__uncultured.s__uncultured_marine";0;0;0;0;0;0;0
"OTU1445";"d__Bacteria.p__Sumerlaeota.c__Sumerlaeia.o__uncultured.f__uncultured.g__uncultured.s__uncultured_Candidatus";0;0;0;0;0;0;0
"OTU1446";"d__Bacteria.p__MBNT15.c__MBNT15.o__MBNT15.f__MBNT15.g__MBNT15.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1447";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Kiloniellaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU1448";"d__Bacteria.p__Verrucomicrobiota.c__Kiritimatiellae.o__Kiritimatiellales.f__Kiritimatiellaceae.g__MSBL3.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1449";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Cyanobacteriaceae.g__Annamia_HOs24.s__Cyanobacterium_sp.";0;0;0;0;0;0;0
"OTU1450";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Cyanobacteriaceae.g__Cyanobacteriaceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1451";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.f__BIrii41.g__BIrii41.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1452";"d__Bacteria.p__Planctomycetota.c__OM190.o__OM190.f__OM190.g__OM190.s__uncultured_planctomycete";0;0;0;0;0;0;0
"OTU1453";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__Roseibacillus.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1454";"d__Bacteria.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae.g__Caldithrix.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1455";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Gven.F17.g__Gven.F17.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1456";"d__Archaea.p__Crenarchaeota.c__Bathyarchaeia.o__Bathyarchaeia.f__Bathyarchaeia.g__Bathyarchaeia.s__marine_metagenome";0;0;0;0;0;0;0
"OTU1457";"d__Bacteria.p__Desulfobacterota.c__Syntrophia.o__Syntrophales.f__uncultured.g__uncultured.__";0;0;0;0;0;0;0
"OTU1458";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__Fibrobacterales.g__BBMC.4.s__metagenome";0;0;0;0;0;0;0
"OTU1459";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__FW22.f__FW22.g__FW22.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1460";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.g__Halarcobacter.__";0;0;0;0;0;0;0
"OTU1461";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Robiginitalea.s__Robiginitalea_myxolifaciens";0;0;0;0;0;1;0
"OTU1462";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Thalassococcus.__";0;0;0;0;0;0;0
"OTU1463";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfolunaceae.g__Desulfofaba.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1464";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Candidatus_Peregrinibacteria.f__Candidatus_Peregrinibacteria.g__Candidatus_Peregrinibacteria.__";0;0;0;0;0;0;0
"OTU1465";"d__Bacteria.p__MBNT15.c__MBNT15.o__MBNT15.f__MBNT15.g__MBNT15.__";0;0;0;0;0;0;0
"OTU1466";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.__.__";0;0;0;0;0;0;0
"OTU1467";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfospira.__";0;0;0;0;0;0;0
"OTU1468";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfococcaceae.g__uncultured.s__uncultured_delta";0;0;0;0;0;0;0
"OTU1469";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Ekhidna.s__uncultured_Bacteroidetes";0;0;0;0;0;0;0
"OTU1470";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Salinivirgaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU1471";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__AKAU3564_sediment_group.g__AKAU3564_sediment_group.s__uncultured_Planctomycetales";0;0;0;0;0;0;0
"OTU1472";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__ZOR0006.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1473";"d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__uncultured.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1474";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Winogradskyella.s__uncultured_Flavobacteriales";0;0;0;0;0;0;0
"OTU1475";"d__Bacteria.p__Nitrospinota.c__P9X2b3D02.o__P9X2b3D02.f__P9X2b3D02.g__P9X2b3D02.__";0;0;0;0;0;0;0
"OTU1476";"d__Archaea.p__Halobacterota.c__Methanosarcinia.o__Methanosarciniales.f__Methanosarcinaceae.g__ANME.3.s__uncultured_Methanococcoides";0;0;0;0;0;0;0
"OTU1477";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Phaselicystidaceae.g__Phaselicystis.__";0;0;0;0;0;0;0
"OTU1478";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Opitutaceae.g__Alterococcus.s__uncultured_Verrucomicrobiales";0;0;0;0;0;0;0
"OTU1479";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Rickettsiaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU1480";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Muriicola.__";0;0;0;0;0;0;0
"OTU1481";"d__Bacteria.p__Verrucomicrobiota.c__Omnitrophia.o__Omnitrophales.f__koll11.g__koll11.__";0;0;0;0;0;0;0
"OTU1482";"d__Bacteria.p__Bacteroidota.c__Rhodothermia.o__Balneolales.f__Balneolaceae.__.__";0;0;0;0;0;0;0
"OTU1483";"d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.f__Babeliales.g__Babeliales.s__bacterium_enrichment";0;0;0;0;0;0;0
"OTU1484";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Sandaracinaceae.g__Sandaracinus.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1485";"d__Bacteria.p__Verrucomicrobiota.c__Kiritimatiellae.o__Kiritimatiellales.f__Kiritimatiellaceae.__.__";0;0;0;0;0;0;0
"OTU1486";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__uncultured.s__marine_metagenome";0;0;0;0;0;0;0
"OTU1487";"d__Bacteria.p__Planctomycetota.c__vadinHA49.o__vadinHA49.f__vadinHA49.g__vadinHA49.s__bacterium_UW";0;0;0;0;0;0;0
"OTU1488";"d__Bacteria.p__Acidobacteriota.c__Subgroup_26.o__Subgroup_26.f__Subgroup_26.g__Subgroup_26.s__uncultured_Acidobacteria";0;0;0;0;0;0;0
"OTU1489";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfocapsaceae.g__Desulfocapsaceae.__";0;0;0;0;0;0;0
"OTU1490";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__TG3.g__TG3.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1491";"d__Bacteria.p__Gemmatimonadota.c__MD2902.B12.o__MD2902.B12.f__MD2902.B12.g__MD2902.B12.s__uncultured_microorganism";0;0;0;0;0;0;0
"OTU1492";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfatiglandales.f__Desulfatiglandaceae.g__Desulfatiglans.s__uncultured_sediment";0;0;0;0;0;0;0
"OTU1493";"d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__uncultured.s__uncultured_actinobacterium";0;0;0;0;0;0;0
"OTU1494";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__B5.096.g__B5.096.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1495";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__GIF3.f__GIF3.g__GIF3.__";0;0;0;0;0;0;0
"OTU1496";"d__Bacteria.p__FW113.c__FW113.o__FW113.f__FW113.g__FW113.__";0;0;0;0;0;0;0
"OTU1497";"d__Bacteria.p__Margulisbacteria.c__Margulisbacteria.o__Margulisbacteria.f__Margulisbacteria.g__Margulisbacteria.s__metagenome";0;0;0;0;0;0;0
"OTU1498";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Robiginitomaculum.s__uncultured_Alphaproteobacteria";0;0;0;0;0;0;0
"OTU1499";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__Oceanisphaera.s__Oceanisphaera_donghaensis";0;0;0;0;0;0;0
"OTU1500";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Thiotrichaceae.g__Thiothrix.s__Thiothrix_sp.";0;0;0;0;0;0;0
"OTU1501";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Yanofskybacteria.f__Candidatus_Yanofskybacteria.g__Candidatus_Yanofskybacteria.s__uncultured_deep.sea";0;0;0;0;0;0;0
"OTU1502";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmatota.o__Thermoplasmatota.f__Thermoplasmatota.g__uncultured.__";0;0;0;0;0;0;0
"OTU1503";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__RBG.13.54.9.f__RBG.13.54.9.g__RBG.13.54.9.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1504";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__Phycisphaera.s__uncultured_Planctomycetales";0;0;0;0;0;0;0
"OTU1505";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__Unknown_Family.__";0;0;0;0;0;0;0
"OTU1506";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Maricaulis.s__alpha_proteobacterium";0;0;0;0;0;0;0
"OTU1507";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Halieaceae.g__OM60.NOR5._clade.__";0;0;0;0;0;0;0
"OTU1508";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Thermomarinilinea.__";0;0;0;0;0;0;0
"OTU1509";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfobacteraceae.s__Desulfobacula_sp.";0;0;0;0;0;0;0
"OTU1510";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__Vicingus.__";0;0;0;0;0;0;0
"OTU1511";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__MSB.5B2.f__MSB.5B2.g__MSB.5B2.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1512";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__uncultured.g__uncultured.__";0;0;0;0;0;0;0
"OTU1513";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Entomoplasmatales.f__Entomoplasmatales_Incertae_Sedis.g__Candidatus_Hepatoplasma.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1514";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Natranaerovirga.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1515";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.__.__";0;0;0;0;0;0;0
"OTU1516";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__B5.096.g__B5.096.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1517";"d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Simkaniaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU1518";"d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__0319.6G20.f__0319.6G20.g__0319.6G20.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1519";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Alphaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__uncultured.s__uncultured_Alphaproteobacteria";0;0;0;0;0;0;0
"OTU1520";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Candidatus_Abawacabacteria.f__Candidatus_Abawacabacteria.g__Candidatus_Abawacabacteria.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1521";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidetes_vadinHA17.g__Bacteroidetes_vadinHA17.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1522";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Fokiniaceae.g__MD3.55.s__bacterium_Sq1_host";0;0;0;0;0;0;0
"OTU1523";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__GWA2.38.13b.f__GWA2.38.13b.g__GWA2.38.13b.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1524";"d__Bacteria.p__Planctomycetota.c__ODP123.o__ODP123.f__ODP123.g__ODP123.s__uncultured_planctomycete";0;0;0;0;0;0;0
"OTU1525";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__uncultured.g__uncultured.s__uncultured_Desulfobacteraceae";0;0;0;0;0;0;0
"OTU1526";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.f__PS1_clade.g__PS1_clade.s__uncultured_Mesorhizobium";0;0;0;0;0;0;0
"OTU1527";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__MSBL5.f__MSBL5.g__MSBL5.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1528";"d__Bacteria.p__Nitrospirota.c__Nitrospiria.o__Nitrospirales.f__Nitrospiraceae.g__Nitrospira.s__Nitrospira_sp.";0;0;0;0;0;0;0
"OTU1529";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__Puniceicoccus.__";0;0;0;0;0;0;0
"OTU1530";"d__Bacteria.p__Synergistota.c__Synergistia.o__Synergistales.f__Synergistaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1531";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__SEEP.SRB1.s__uncultured_sulfate.reducing";0;0;0;0;0;0;0
"OTU1532";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Candidatus_Thiobios.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1533";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__unidentified_microorganism";0;0;0;0;0;0;0
"OTU1534";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__Fibrobacterales.g__BBMC.4.s__uncultured_soil";0;0;0;0;0;0;0
"OTU1535";"d__Bacteria.p__Desulfobacterota.c__Syntrophobacteria.o__Syntrophobacterales.f__Syntrophobacteraceae.g__uncultured.s__uncultured_delta";0;0;0;0;0;0;0
"OTU1536";"d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__uncultured.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1537";"d__Bacteria.p__Schekmanbacteria.c__Schekmanbacteria.o__Schekmanbacteria.f__Schekmanbacteria.g__Schekmanbacteria.s__uncultured_delta";0;0;0;0;0;0;0
"OTU1538";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__uncultured.s__bacterium_enrichment";0;0;0;0;0;0;0
"OTU1539";"d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Subgroup_17.f__Subgroup_17.g__Subgroup_17.__";0;0;0;0;0;0;0
"OTU1540";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__GIF9.f__AB.539.J10.g__SCGC.AB.539.J10.s__uncultured_Chloroflexi";0;0;0;0;0;0;0
"OTU1541";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Haliangiales.f__Haliangiaceae.g__Haliangium.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1542";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__Guillardia_theta";0;0;0;0;0;0;0
"OTU1543";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Ectothiorhodospirales.f__Thioalkalispiraceae.g__Thioalkalispira.Sulfurivermis.__";0;0;0;0;0;0;0
"OTU1544";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Defluviitaleaceae.g__Defluviitalea.__";0;0;0;0;0;0;0
"OTU1545";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Legionella.__";0;0;0;0;0;0;0
"OTU1546";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__FS117.23B.02.f__FS117.23B.02.g__FS117.23B.02.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1547";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Candidatus_Abawacabacteria.f__Candidatus_Abawacabacteria.g__Candidatus_Abawacabacteria.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1548";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__SBR1031.g__SBR1031.s__bacterium_YC.ZSS.LKJ145";0;0;0;0;0;0;0
"OTU1549";"d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__Ilumatobacter.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1550";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__uncultured.g__uncultured.s__uncultured_deep.sea";0;0;0;0;0;0;0
"OTU1551";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Ardenticatenales.f__uncultured.g__uncultured.s__Anaerolineaceae_bacterium";0;0;0;0;0;0;0
"OTU1552";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__Verruc.01.s__Verrucomicrobia_bacterium";0;0;0;0;0;0;0
"OTU1553";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseovarius.__";0;0;0;0;0;0;0
"OTU1554";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Ahrensia.__";0;0;0;0;0;0;0
"OTU1555";"d__Bacteria.p__Cyanobacteria.c__Vampirivibrionia.o__Gastranaerophilales.f__Gastranaerophilales.g__Gastranaerophilales.s__uncultured_Merismopedia";0;0;0;0;0;0;0
"OTU1556";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__Napoli.4B.65.f__Napoli.4B.65.g__Napoli.4B.65.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1557";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.g__Pleurocapsa_PCC.7319.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1558";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.__.__";0;0;0;0;0;0;0
"OTU1559";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pseudophaeobacter.__";0;0;0;0;0;0;0
"OTU1560";"d__Archaea.p__Crenarchaeota.c__Bathyarchaeia.o__Bathyarchaeia.f__Bathyarchaeia.g__Bathyarchaeia.s__miscellaneous_Crenarchaeota";0;0;0;0;0;0;0
"OTU1561";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.__";0;0;0;0;0;0;0
"OTU1562";"d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales.f__Thermoanaerobaculaceae.g__TPD.58.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1563";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Methylococcales.f__Methylomonadaceae.g__Methylomarinum.s__uncultured_Methylomicrobium";0;0;0;0;0;0;0
"OTU1564";"d__Bacteria.p__Actinobacteriota.c__RBG.16.55.12.o__RBG.16.55.12.f__RBG.16.55.12.g__RBG.16.55.12.__";0;0;0;0;0;0;0
"OTU1565";"d__Bacteria.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae.g__Calditrichaceae.s__saltmarsh_clone";0;0;0;0;0;0;0
"OTU1566";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Pir4_lineage.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1567";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Thermoactinomycetales.f__Thermoactinomycetaceae.g__Pasteuria.__";0;0;0;0;0;0;0
"OTU1568";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.__.__.__";0;0;0;0;0;0;0
"OTU1569";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__AKAU3564_sediment_group.g__AKAU3564_sediment_group.s__uncultured_planctomycete";0;0;0;0;0;0;0
"OTU1570";"d__Archaea.p__Micrarchaeota.c__Micrarchaeia.o__Micrarchaeales.f__Micrarchaeales.g__Micrarchaeales.__";0;0;0;0;0;0;0
"OTU1571";"d__Bacteria.p__FW113.c__FW113.o__FW113.f__FW113.g__FW113.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1572";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.__.__.__.__";0;0;0;0;0;0;0
"OTU1573";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__DscP2.f__DscP2.g__DscP2.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1574";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__uncultured.g__uncultured.s__uncultured_Verrucomicrobia";0;0;0;0;0;0;0
"OTU1575";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__MSBL9.f__SM23.30.g__SM23.30.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1576";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Pirellulaceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1577";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Thalassobaculales.f__uncultured.g__uncultured.s__mucus_bacterium";0;0;0;0;0;0;0
"OTU1578";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.f__Arctic95B.14.g__Arctic95B.14.s__uncultured_Verrucomicrobia";0;0;0;0;0;0;0
"OTU1579";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Oceanicella.s__Rhodovulum_sp.";0;0;0;0;0;0;0
"OTU1580";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__Candidatus_Raymondbacteria.g__Candidatus_Raymondbacteria.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1581";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__mle1.8.f__mle1.8.g__mle1.8.s__uncultured_Planctomycetales";0;0;0;0;0;0;0
"OTU1582";"d__Bacteria.p__WOR.1.c__WOR.1.o__WOR.1.f__WOR.1.g__WOR.1.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1583";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Nitrosococcaceae.g__CI75cm.2.12.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU1584";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfotignum.s__bacterium_enrichment";0;0;0;0;0;0;0
"OTU1585";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Desulfuromonadia.f__Geopsychrobacteraceae.g__Pelobacter.__";0;0;0;0;0;0;0
"OTU1586";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__C86.f__C86.g__C86.s__uncultured_planctomycete";0;0;0;0;0;0;0
"OTU1587";"d__Bacteria.p__Latescibacterota.c__Latescibacterota.o__Latescibacterota.f__Latescibacterota.g__Latescibacterota.s__uncultured_Gemmatimonadetes";0;0;0;0;0;0;0
"OTU1588";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Halieaceae.g__Halieaceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1589";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Defluviicoccales.f__Defluviicoccaceae.g__Defluviicoccus.s__uncultured_Alphaproteobacteria";0;0;0;0;0;0;0
"OTU1590";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcales.Tissierellales.g__Clostridiisalibacter.s__Clostridium_sp.";0;0;0;0;0;0;0
"OTU1591";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Nitrosococcaceae.g__CI75cm.2.12.s__uncultured_organism";0;0;0;0;0;0;0
